"","paper","depth","totalcells","qPCRtotal","Cell.stain","CARDFISH.Bac.per.cc","CARDFISH.Arc.per.cc","CARDFISH.Total.per.cc","FISH.yield","Fraction.Arc.CARDFISH","Fish.or.cardFish","Fixative","Bac.permeabilization","Arc.permeabilization","environment","qPCRbac","qPCRarc","Cell.stain.1","Bac.probe","Arc.probe","core","qPCR.Bac.per.cc","qPCR.Arc.per.cc","qPCRuniversal","percentqPCR","SYBR.vs.Taqman","DNA.extraction.procedure"
"65","Garneau 2008",3,1380000,NA,"DAPI",648600,28980,677580,0.491,0.0427698574338086,"CARDFISH","gluteraldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","Eub338","ARCH915",NA,NA,NA,NA,NA,NA,NA
"66","Herfort 2007",NA,2e+05,NA,"DAPI",NA,1000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"67","Herfort 2007",NA,3e+05,NA,"DAPI",NA,2400,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"68","Herfort 2007",NA,4e+05,NA,"DAPI",NA,11700,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"69","Herfort 2007",NA,5e+05,NA,"DAPI",NA,8600,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"70","Herfort 2007",NA,5e+05,NA,"DAPI",NA,10800,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"71","Herfort 2007",NA,6e+05,NA,"DAPI",NA,1000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"72","Herfort 2007",NA,6e+05,NA,"DAPI",NA,7400,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"73","Herfort 2007",NA,7e+05,NA,"DAPI",NA,9000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"74","Herfort 2007",NA,7e+05,NA,"DAPI",NA,25000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"75","Herfort 2007",NA,8e+05,NA,"DAPI",NA,2000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"76","Herfort 2007",NA,8e+05,NA,"DAPI",NA,18000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"77","Herfort 2007",NA,1200000,NA,"DAPI",NA,1000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"78","Herfort 2007",NA,1200000,NA,"DAPI",NA,4000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"79","Herfort 2007",NA,1400000,NA,"DAPI",NA,18000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"80","Herfort 2007",NA,1400000,NA,"DAPI",NA,27000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"81","Herfort 2007",NA,1900000,NA,"DAPI",NA,17000,NA,NA,NA,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","none","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"82","Ionescu 2009",43.8078606187798,8150658.28554699,0,"DAPI",4829531.36196598,2298690.40749875,7128221.76946473,0.874557798859599,0.322477397847761,"CARDFISH","formaldehyde","lysozyme","lysozyme/achromopeptidase","seawater",4829531.36196598,2298690.40749875,"DAPI","EUB338I-III","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"83","Ionescu 2009",145.002731863743,10607043.9532195,0,"DAPI",5344070.1535801,4205758.36026899,9549828.51384909,0.90032892820723,0.440401453719282,"CARDFISH","formaldehyde","lysozyme","lysozyme/achromopeptidase","seawater",5344070.1535801,4205758.36026899,"DAPI","EUB338I-III","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"84","Ionescu 2009",251.994090323415,3515881.74519285,0,"DAPI",1520541.57283863,1614208.074402,3134749.64724063,0.891597008780705,0.514940029045991,"CARDFISH","formaldehyde","lysozyme","lysozyme/achromopeptidase","seawater",1520541.57283863,1614208.074402,"DAPI","EUB338I-III","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"85","Ionescu 2009",304.029030945803,2487750.52722416,0,"DAPI",1858228.35657545,452237.149602304,2310465.50617775,0.928736817013472,0.195734213903262,"CARDFISH","formaldehyde","lysozyme","lysozyme/achromopeptidase","seawater",1858228.35657545,452237.149602304,"DAPI","EUB338I-III","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"86","Ionescu 2009",402.976795328087,2399691.23982359,0,"DAPI",1328263.81123076,859505.439047096,2187769.25027786,0.911687809652831,0.392868415596359,"CARDFISH","formaldehyde","lysozyme","lysozyme/achromopeptidase","seawater",1328263.81123076,859505.439047096,"DAPI","EUB338I-III","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"87","Ionescu 2009",503.275683348907,1026160.3612528,0,"DAPI",677850.627477609,289722.575407095,967573.202884704,0.942906430047084,0.299432202693627,"CARDFISH","formaldehyde","lysozyme","lysozyme/achromopeptidase","seawater",677850.627477609,289722.575407095,"DAPI","EUB338I-III","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"88","Ionescu 2009",604.477703396191,3402199.61839012,0,"DAPI",1661005.83648646,1433499.62809206,3094505.46457852,0.909560229168094,0.463240296228498,"CARDFISH","formaldehyde","lysozyme","lysozyme/achromopeptidase","seawater",1661005.83648646,1433499.62809206,"DAPI","EUB338I-III","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"89","Ionescu 2009",719.88558512096,12916530.0734794,0,"DAPI",7613596.00075572,4212406.57621729,11826002.576973,0.915571171955424,0.356198685802714,"CARDFISH","formaldehyde","lysozyme","lysozyme/achromopeptidase","seawater",7613596.00075572,4212406.57621729,"DAPI","EUB338I-III","CREN537, Eury806",NA,NA,NA,NA,NA,NA,NA
"90","Karner 2001",5,132000,NA,"DAPI",93800,17700,110000,0.833333333333333,0.160909090909091,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"91","Karner 2001",5,149000,NA,"DAPI",130000,7730,136000,0.912751677852349,0.0568382352941176,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"92","Karner 2001",5,154000,NA,"DAPI",104000,2160,101000,0.655844155844156,0.0213861386138614,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"93","Karner 2001",5,213000,NA,"DAPI",180000,46400,174000,0.816901408450704,0.266666666666667,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"94","Karner 2001",5,237000,NA,"DAPI",186000,8220,184000,0.776371308016878,0.0446739130434783,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"95","Karner 2001",5,241000,NA,"DAPI",204000,34700,237000,0.983402489626556,0.146413502109705,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"96","Karner 2001",5,294000,NA,"DAPI",223000,9170,230000,0.782312925170068,0.0398695652173913,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"97","Karner 2001",5,408000,NA,"DAPI",321000,20700,337000,0.825980392156863,0.0614243323442136,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"98","Karner 2001",5,411000,NA,"DAPI",273000,206000,473000,1.15085158150852,0.435517970401691,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"99","Karner 2001",5,450000,NA,"DAPI",377000,16200,375000,0.833333333333333,0.0432,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"100","Karner 2001",5,521000,NA,"DAPI",452000,12200,457000,0.877159309021113,0.0266958424507659,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"101","Karner 2001",5,525000,NA,"DAPI",469000,48000,494000,0.940952380952381,0.097165991902834,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"102","Karner 2001",5,672000,NA,"DAPI",515000,79400,577000,0.858630952380952,0.137608318890815,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"103","Karner 2001",5,NA,NA,"DAPI",NA,NA,NA,NA,NA,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"104","Karner 2001",25,194000,NA,"DAPI",132000,18700,139000,0.716494845360825,0.134532374100719,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"105","Karner 2001",25,243000,NA,"DAPI",185000,4500,184000,0.757201646090535,0.0244565217391304,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
"106","Karner 2001",25,292000,NA,"DAPI",260000,1940,256000,0.876712328767123,0.007578125,"Polyribonucleotide FISH","formalin","none","none","seawater",NA,NA,"DAPI","Collection of amplicons from SSU and LSU from natural planktonic samples","Collection of amplicons from SSU and LSU from fosmids of Eurys and Crens",NA,NA,NA,NA,NA,NA,NA
